"","Gene_name","Description","log2FC_type2-type1","q-value","sex"
"5267","ATPAF2","ATP synthase mitochondrial F1 complex assembly factor 2",-0.354111412530642,0.00077620706382041,"male"
"5268","MYH3","Myosin-3",-0.355354415381534,0.0645057691126753,"male"
"5269","SLC25A3","Phosphate carrier protein, mitochondrial",-0.355670012620092,2.82698232963637e-05,"male"
"5270","SAMM50","Sorting and assembly machinery component 50 homolog",-0.356213618020135,9.7379910182592e-06,"male"
"5271","CD9","CD9 antigen",-0.356603672524159,0.00017090690423098,"male"
"5272","GORASP2","Golgi reassembly-stacking protein 2",-0.357257831593643,0.00183614030780817,"male"
"5273","CYC1","Cytochrome c1, heme protein, mitochondrial",-0.358226426052518,0.00075292302404975,"male"
"5274","MRPL45","39S ribosomal protein L45, mitochondrial",-0.358806291292106,0.0003445494603792,"male"
"5275","PSMD9","26S proteasome non-ATPase regulatory subunit 9",-0.358817816470713,0.00012125087106782,"male"
"5276","SLC25A42","Mitochondrial coenzyme A transporter SLC25A42",-0.359368565679283,0.00084958781761571,"male"
"5277","RTN4IP1","Reticulon-4-interacting protein 1, mitochondrial",-0.360377279920469,0.00022423956816363,"male"
"5278","SPCS2","Signal peptidase complex subunit 2",-0.36070719901311,0.00134538030110526,"male"
"5279","ABHD16A","Phosphatidylserine lipase ABHD16A",-0.361224034059497,0.00090128615696585,"male"
"5280","HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",-0.361398940139853,6.34803830779477e-06,"male"
"5281","BCL2L13","Bcl-2-like protein 13",-0.362566963287211,1.21878923317124e-08,"male"
"5282","IMMT","MICOS complex subunit MIC60",-0.362906045900086,3.91921363019336e-06,"male"
"5283","LACTB","Serine beta-lactamase-like protein LACTB, mitochondrial",-0.363303377680765,3.32938191464615e-05,"male"
"5284","SNX1","Sorting nexin-1",-0.363846130305021,0.0138876360725351,"male"
"5285","MYL12B","Myosin regulatory light chain 12B",-0.365965900381845,0.00400509840754353,"male"
"5286","RPL35","60S ribosomal protein L35",-0.367077958364579,0.0385269372234133,"male"
"5287","SDHA","Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",-0.367666219599773,1.48470178007671e-07,"male"
"5288","POFUT1","GDP-fucose protein O-fucosyltransferase 1",-0.367703118147677,0.0032377883904568,"male"
"5289","RFTN1","Raftlin",-0.370267231805137,0.00678804591846128,"male"
"5290","TIMM8B","Mitochondrial import inner membrane translocase subunit Tim8 B",-0.370799410301593,0.0150749029928579,"male"
"5291","UQCRH","Cytochrome b-c1 complex subunit 6, mitochondrial",-0.371569135188981,2.75800376052873e-06,"male"
"5292","NDUFV1","NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",-0.371899136170988,2.0262058860745e-05,"male"
"5293","TMEM143","Transmembrane protein 143",-0.372207330431616,1.82573919819529e-05,"male"
"5294","MRPL46","39S ribosomal protein L46, mitochondrial",-0.372378761917107,4.81840852106941e-05,"male"
"5295","TMEM223","Transmembrane protein 223",-0.372948449049691,0.00069953164293801,"male"
"5296","TXNDC5","Thioredoxin domain-containing protein 5",-0.373179859055311,0.00044328536307479,"male"
"5297","SIRT3","NAD-dependent protein deacetylase sirtuin-3, mitochondrial",-0.373701356697394,0.00274180789770575,"male"
"5298","STRN","Striatin",-0.37545330549708,0.0580471417548136,"male"
"5299","MTCH2","Mitochondrial carrier homolog 2",-0.376496857439658,0.00018479420610576,"male"
"5300","CYB5B","Cytochrome b5 type B",-0.376659620288065,3.98780957924217e-07,"male"
"5301","SELENBP1","Methanethiol oxidase",-0.37959562747317,0.00018479420610576,"male"
"5302","PUS1","Pseudouridylate synthase 1 homolog",-0.3800976366767,0.0290657763965035,"male"
"5303","HSD17B8","(3R)-3-hydroxyacyl-CoA dehydrogenase",-0.380281146234191,0.00022134423050217,"male"
"5304","MTIF2","Translation initiation factor IF-2, mitochondrial",-0.381848517173431,0.0105609329901894,"male"
"5305","AKAP1","A-kinase anchor protein 1, mitochondrial",-0.381869057401858,2.61825251552261e-05,"male"
"5306","MCM2","DNA replication licensing factor MCM2",-0.381871904672847,0.00651223729850409,"male"
"5307","ATP5F1B","ATP synthase subunit beta, mitochondrial",-0.382090212728009,2.87702770131951e-06,"male"
"5308","PRDX5","Peroxiredoxin-5, mitochondrial",-0.383935681544283,3.73693674666165e-06,"male"
"5309","MMAB","Corrinoid adenosyltransferase MMAB",-0.384513681318458,0.00082954810427526,"male"
"5310","AK3","GTP:AMP phosphotransferase AK3, mitochondrial",-0.385151578361123,0.00093482175626666,"male"
"5311","NDUFA7","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7",-0.386018256180233,0.00046586128597463,"male"
"5312","SUCLA2","Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",-0.386704780626477,2.26622878540201e-06,"male"
"5313","TSN","Translin",-0.389437361633789,6.46017128536391e-05,"male"
"5314","UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial",-0.39057527003839,2.6388441277297e-06,"male"
"5315","PHB2","Prohibitin-2",-0.391679703451288,8.48847137817116e-06,"male"
"5316","ISOC1","Isochorismatase domain-containing protein 1",-0.391897236127946,3.08230423228059e-05,"male"
"5317","BCS1L","Mitochondrial chaperone BCS1",-0.392066957674892,5.32172963857039e-05,"male"
"5318","PPM1B","Protein phosphatase 1B",-0.392294895359065,7.7079574226237e-05,"male"
"5319","ALDH1A2","Retinal dehydrogenase 2",-0.392377587294764,0.0583257574213367,"male"
"5320","DDI2","Protein DDI1 homolog 2",-0.393016999792845,0.0507089712355294,"male"
"5321","ATP5F1C","ATP synthase subunit gamma, mitochondrial",-0.393355886949664,7.98320181769506e-05,"male"
"5322","TACO1","Translational activator of cytochrome c oxidase 1",-0.393983134529034,1.69909795902716e-05,"male"
"5323","VDAC1","Voltage-dependent anion-selective channel protein 1",-0.395545552441604,1.44138322979173e-06,"male"
"5324","APOOL","MICOS complex subunit MIC27",-0.395798137548418,3.94029750393058e-06,"male"
"5325","HDGF","Hepatoma-derived growth factor",-0.395941649861577,0.00018839267226755,"male"
"5326","NDUFB8","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",-0.397903360409131,1.58604118169765e-05,"male"
"5327","GSS","Glutathione synthetase",-0.398885931487014,6.55179749414344e-05,"male"
"5328","GBE1","1,4-alpha-glucan-branching enzyme",-0.399430816005918,2.34367395192938e-06,"male"
"5329","RBFOX1","RNA binding protein fox-1 homolog 1",-0.399520161900737,0.00770774346952149,"male"
"5330","CCDC28B","Coiled-coil domain-containing protein 28B",-0.39974178449466,0.0151675336892242,"male"
"5331","FMC1","Protein FMC1 homolog",-0.400288459857636,0.00633732841074652,"male"
"5332","TSFM","Elongation factor Ts, mitochondrial",-0.40084959769003,1.78385243493227e-06,"male"
"5333","DYNLT1","Dynein light chain Tctex-type 1",-0.401078787873793,0.00968870603563701,"male"
"5334","PDP1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",-0.401148259738612,6.88309528977796e-06,"male"
"5335","B3GLCT","Beta-1,3-glucosyltransferase",-0.401527898813137,0.00805945291234779,"male"
"5336","FLOT1","Flotillin-1",-0.402035416554241,0.00400575221988455,"male"
"5337","NDUFB5","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",-0.403280019650376,0.0004543143120996,"male"
"5338","MT-ND2","NADH-ubiquinone oxidoreductase chain 2",-0.403579575581503,2.05424229742368e-05,"male"
"5339","HSD17B4","Peroxisomal multifunctional enzyme type 2",-0.403658116093125,1.34444436209667e-05,"male"
"5340","PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",-0.404734725295027,0.026384398719497,"male"
"5341","CARS2","Probable cysteine--tRNA ligase, mitochondrial",-0.404812762605264,7.72960638326189e-05,"male"
"5342","MYH14","Myosin-14",-0.404852057057283,6.0655842347012e-07,"male"
"5343","C19orf12","Protein C19orf12",-0.40630503388746,0.0154350826481475,"male"
"5344","COMTD1","Catechol O-methyltransferase domain-containing protein 1",-0.407222335513012,0.00066095023797695,"male"
"5345","CAT","Catalase",-0.408476142629516,0.00190191979984186,"male"
"5346","RASA4","Ras GTPase-activating protein 4",-0.409238034270848,0.00522597606917415,"male"
"5347","CSRP1","Cysteine and glycine-rich protein 1",-0.409401097052132,7.30844330348668e-05,"male"
"5348","HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate",-0.410063500388615,0.00179402376864752,"male"
"5349","NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",-0.410122047961721,7.5086122166981e-07,"male"
"5350","KCMF1","E3 ubiquitin-protein ligase KCMF1",-0.410194272481716,0.0211170752504635,"male"
"5351","NASP","Nuclear autoantigenic sperm protein",-0.412013751136687,0.00773149524521353,"male"
"5352","DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",-0.413232752617965,4.34781072066162e-06,"male"
"5353","TFRC","Transferrin receptor protein 1",-0.41348606922085,0.0224645643112472,"male"
"5354","TRIAP1","TP53-regulated inhibitor of apoptosis 1",-0.414009632590421,0.00043733321730411,"male"
"5355","CMC1","COX assembly mitochondrial protein homolog",-0.414258059089629,0.00020877131121763,"male"
"5356","RDH13","Retinol dehydrogenase 13",-0.415272782514515,0.00083173154515411,"male"
"5357","CARHSP1","Calcium-regulated heat-stable protein 1",-0.416391475915241,0.00113600155153459,"male"
"5358","PET117","Protein PET117 homolog, mitochondrial",-0.417949986326448,0.00420736999422052,"male"
"5359","UQCR11","Cytochrome b-c1 complex subunit 10",-0.418397803206215,0.0010685770463812,"male"
"5360","COX11","Cytochrome c oxidase assembly protein COX11, mitochondrial",-0.419229751566228,0.0439718376196817,"male"
"5361","ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial",-0.419348594351399,6.02315835496942e-06,"male"
"5362","COQ9","Ubiquinone biosynthesis protein COQ9, mitochondrial",-0.41984383127868,2.71224455403609e-07,"male"
"5363","SMYD1","Histone-lysine N-methyltransferase SMYD1",-0.420298484084261,1.52501489829249e-07,"male"
"5364","THNSL2","Threonine synthase-like 2",-0.420819942709151,0.00287067710860784,"male"
"5365","NDUFAB1","Acyl carrier protein, mitochondrial",-0.421393638692152,6.64573054301897e-06,"male"
"5366","HLA-DPA1","HLA class II histocompatibility antigen, DP alpha 1 chain",-0.421412071201859,0.0189971394323204,"male"
"5367","DNAJA3","DnaJ homolog subfamily A member 3, mitochondrial",-0.421809008033241,4.64204828913962e-05,"male"
"5368","SPPL2A","Signal peptide peptidase-like 2A",-0.422262503531064,0.00061567499491179,"male"
"5369","CALCOCO2","Calcium-binding and coiled-coil domain-containing protein 2",-0.422296715988084,0.00873635122168714,"male"
"5370","FXN","Frataxin, mitochondrial",-0.424376803206668,1.69037809950098e-05,"male"
"5371","SZRD1","SUZ domain-containing protein 1",-0.424995700881194,0.0160731379064625,"male"
"5372","HSD17B10","3-hydroxyacyl-CoA dehydrogenase type-2",-0.426316158857153,1.07300416419054e-05,"male"
"5373","HINT2","Adenosine 5'-monophosphoramidase HINT2",-0.426636992244298,4.60053929306106e-06,"male"
"5374","TMEM186","Transmembrane protein 186",-0.428369976962793,0.0194137676108292,"male"
"5375","MRPS22","28S ribosomal protein S22, mitochondrial",-0.431047914597455,0.00013968749849668,"male"
"5376","GNA11","Guanine nucleotide-binding protein subunit alpha-11",-0.431834264024236,0.0299594614958457,"male"
"5377","TOMM22","Mitochondrial import receptor subunit TOM22 homolog",-0.432544253467901,0.0004287930208213,"male"
"5378","RANBP2","E3 SUMO-protein ligase RanBP2",-0.43265927742741,1.12850810622497e-05,"male"
"5379","COX6B1","Cytochrome c oxidase subunit 6B1",-0.433470190357365,4.24236168123165e-07,"male"
"5380","NDUFV2","NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",-0.435541658043174,9.92915567208527e-06,"male"
"5381","CTNND1","Catenin delta-1",-0.435674021910877,0.00501287658918762,"male"
"5382","EIF2B2","Translation initiation factor eIF-2B subunit beta",-0.435920327887935,0.00896903332074055,"male"
"5383","IVD","Isovaleryl-CoA dehydrogenase, mitochondrial",-0.436617879462771,0.00032266425448655,"male"
"5384","ADHFE1","Hydroxyacid-oxoacid transhydrogenase, mitochondrial",-0.437298178923136,0.00093726559325216,"male"
"5385","COX7A1","Cytochrome c oxidase subunit 7A1, mitochondrial",-0.438367163916357,1.79535498587374e-05,"male"
"5386","MMUT","Methylmalonyl-CoA mutase, mitochondrial",-0.438451524002767,5.91514743262188e-05,"male"
"5387","H6PD","GDH/6PGL endoplasmic bifunctional protein",-0.43849190148118,4.80665269469803e-05,"male"
"5388","DUSP13","Dual specificity protein phosphatase 13 isoform A",-0.439489366875108,0.00010317110818149,"male"
"5389","DUSP13","Dual specificity protein phosphatase 13 isoform B",-0.439489366875108,0.00010317110818149,"male"
"5390","SKIC2","SKI2 subunit of superkiller complex protein",-0.439987408700848,0.0664130552086829,"male"
"5391","ALG5","Dolichyl-phosphate beta-glucosyltransferase",-0.440288403921263,0.0221520140806659,"male"
"5392","SLK","STE20-like serine/threonine-protein kinase",-0.444335019493312,0.03688459921303,"male"
"5393","ISCU","Iron-sulfur cluster assembly enzyme ISCU",-0.446119563875751,0.0144269612921249,"male"
"5394","ACOT9","Acyl-coenzyme A thioesterase 9, mitochondrial",-0.447018378559122,2.04013773193144e-07,"male"
"5395","SLC9A3R2","Na(+)/H(+) exchange regulatory cofactor NHE-RF2",-0.447103634003046,0.00242752918913594,"male"
"5396","COX5A","Cytochrome c oxidase subunit 5A, mitochondrial",-0.448014286825785,1.01983264534011e-05,"male"
"5397","OPA1","Dynamin-like 120 kDa protein, mitochondrial",-0.448607666032883,7.83197228443117e-08,"male"
"5398","OCIAD1","OCIA domain-containing protein 1",-0.448902091614125,9.63384869800105e-08,"male"
"5399","SIRT2","NAD-dependent protein deacetylase sirtuin-2",-0.44934987271127,1.11121743447475e-06,"male"
"5400","NDUFB6","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6",-0.452778960781689,7.88156241315722e-06,"male"
"5401","CYCS","Cytochrome c",-0.452913616201247,4.1561103953351e-05,"male"
"5402","NGRN","Neugrin",-0.455286589771671,0.111927676309131,"male"
"5403","SERPINB6","Serpin B6",-0.455679758519091,9.00394039837518e-08,"male"
"5404","MRPS17","28S ribosomal protein S17, mitochondrial",-0.455850935237962,0.0001781080747417,"male"
"5405","SDHB","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",-0.456702993650303,1.60507257984748e-06,"male"
"5406","NDUFAF3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3",-0.456921400106754,7.17540332011096e-05,"male"
"5407","IBA57","Putative transferase CAF17, mitochondrial",-0.456937872774301,7.32381950427036e-07,"male"
"5408","HIBADH","3-hydroxyisobutyrate dehydrogenase, mitochondrial",-0.458580472679897,3.27622795825638e-07,"male"
"5409","GATD3B","Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",-0.459465863540824,6.08271754584715e-06,"male"
"5410","MT-CO2","Cytochrome c oxidase subunit 2",-0.460830631533771,7.74585775357433e-06,"male"
"5411","ACO2","Aconitate hydratase, mitochondrial",-0.46108427609812,6.27871327309726e-08,"male"
"5412","VDAC2","Voltage-dependent anion-selective channel protein 2",-0.461771862799306,1.35029365428101e-07,"male"
"5413","CRYZ","Quinone oxidoreductase",-0.463054144045735,2.43935024262563e-06,"male"
"5414","EHD2","EH domain-containing protein 2",-0.463415377507197,4.6318571579936e-06,"male"
"5415","UBAP2","Ubiquitin-associated protein 2",-0.464196901358475,8.17502608871487e-05,"male"
"5416","ACSF2","Medium-chain acyl-CoA ligase ACSF2, mitochondrial",-0.465512423895298,9.69670671461895e-07,"male"
"5417","ACAA1","3-ketoacyl-CoA thiolase, peroxisomal",-0.465733580871797,2.50833113227984e-05,"male"
"5418","GGA1","ADP-ribosylation factor-binding protein GGA1",-0.466404822892859,0.00902324377993209,"male"
"5419","FLNB","Filamin-B",-0.46649657670387,8.14123465740744e-07,"male"
"5420","CMC2","COX assembly mitochondrial protein 2 homolog",-0.466500940716234,5.74314776208569e-05,"male"
"5421","EGLN1","Egl nine homolog 1",-0.466961944082835,0.0760146706087226,"male"
"5422","HSCB","Iron-sulfur cluster co-chaperone protein HscB",-0.46708013334883,0.0674667927399888,"male"
"5423","PHB1","Prohibitin 1",-0.468243796197001,3.49994634224829e-08,"male"
"5424","PLIN2","Perilipin-2",-0.468566014375002,0.00393991749853543,"male"
"5425","PTER","Phosphotriesterase-related protein",-0.46865171330249,0.0327708393515582,"male"
"5426","MLYCD","Malonyl-CoA decarboxylase, mitochondrial",-0.470860354752846,3.2435693027126e-06,"male"
"5427","NDUFA3","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3",-0.471268181410498,2.34367395192938e-06,"male"
"5428","NDUFS3","NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",-0.472774160863363,4.12220727417442e-07,"male"
"5429","MRPL44","39S ribosomal protein L44, mitochondrial",-0.473075121081672,3.19244175689401e-06,"male"
"5430","PCCB","Propionyl-CoA carboxylase beta chain, mitochondrial",-0.473343000236587,3.26930581165946e-07,"male"
"5431","ARIH2","E3 ubiquitin-protein ligase ARIH2",-0.474150060767448,1.24672110223941e-06,"male"
"5432","NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",-0.47485991144357,1.66760594283706e-06,"male"
"5433","NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",-0.476417900847231,5.37243099149236e-08,"male"
"5434","MRRF","Ribosome-recycling factor, mitochondrial",-0.479182053477889,2.85640664256386e-05,"male"
"5435","ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",-0.480301296361041,4.71541023180238e-06,"male"
